"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status"
"KWT","XA:1913","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",29.87,"A"
"LAO","XA:2008","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2104.156,
"LAO","XA:2008","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",1626.733,
"LBN","XA:2009","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1334.641,
"LBN","XA:2009","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",69.687,
"LBR","XA:1916","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1414.204,
"LBR","XA:1916","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",734.057,
"LBY","XA:1869","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1529.357,
"LBY","XA:1869","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",177.509,
"LCA","XA:2015","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",62.878,
"LCA","XA:2015","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",8.66,"A"
"LKA","XA:2017","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",7535.471,
"LKA","XA:2017","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",2481.911,"A"
"LSO","XA:1920","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",715.869,
"LSO","XA:1920","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",274.485,
"LTU","XA:1871","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1422.428,
"LTU","XA:1871","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",202.997,"A"
"LUX","XA:1922","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",200.661,
"LUX","XA:1922","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",3.483,"A"
"LVA","XA:1835","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",982.693,
"LVA","XA:1835","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",118.426,"A"
"MAC","XA:1924","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",251.927,
"MAC","XA:1924","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",1.008,"A"
"MAR","XA:2029","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",9406.497,
"MAR","XA:2029","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",4277.659,"A"
"MDA","XA:2031","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1664.918,
"MDA","XA:2031","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",817.976,
"MDG","XA:1848","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",8847.424,
"MDG","XA:1848","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",7251.711,"A"
"MDV","XA:1928","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",101.809,
"MDV","XA:1928","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",17.554,
"MEX","XA:1875","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",41675.83,
"MEX","XA:1875","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",6516.622,"A"
"MKD","XA:2039","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",549.564,
"MKD","XA:2039","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",101.333,
"MLI","XA:1830","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",5016.307,
"MLI","XA:1830","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",3205.531,
"MLT","XA:1932","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",154.769,
"MLT","XA:1932","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",3.243,"A"
"MMR","XA:1877","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",21924.176,
"MMR","XA:1877","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",12632.2,
"MNE","XA:2234","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",169.488,
"MNE","XA:2234","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",14.627,"A"
"MNG","XA:1934","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",993.636,
"MNG","XA:1934","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",417.633,"A"
"MOZ","XA:1850","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",9148.273,
"MOZ","XA:1850","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",7269.487,
"MRT","XA:1936","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",666.535,
"MRT","XA:1936","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",277.508,
"MUS","XA:1938","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",512.914,
"MUS","XA:1938","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",51.402,"A"
"MWI","XA:1837","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",5322.329,
"MWI","XA:1837","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",3830.461,
"MYS","XA:1940","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",10595.954,
"MYS","XA:1940","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",1550.988,"A"
"NAM","XA:1881","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",515.888,
"NAM","XA:1881","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",156.54,
"NCL","XA:1942","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",96.305,
"NCL","XA:1942","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",3.508,
"NER","XA:1852","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",5440.94,
"NER","XA:1852","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",4282.508,
"NGA","XA:1944","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",64427.266,
"NGA","XA:1944","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",28939.76,
"NIC","XA:1883","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1978.377,
"NIC","XA:1883","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",571.611,"A"
"NLD","XA:1946","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",8511.687,
"NLD","XA:1946","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",315.047,"A"
"NOR","XA:2206","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2378.28,
"NOR","XA:2206","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",78.479,"A"
"NPL","XA:1947","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",5909.586,
"NPL","XA:1947","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",4300.571,
"NZL","XA:1884","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2097.155,
"NZL","XA:1884","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",150.085,"A"
"OMN","XA:1949","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",898.216,
"OMN","XA:1949","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",71.427,
"PAK","XA:2080","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",51552.293,
"PAK","XA:2080","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",22202.601,"A"
"PAN","XA:2082","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1393.868,
"PAN","XA:2082","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",218.57,"A"
"PER","XA:2084","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",13341.581,
"PER","XA:2084","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",4588.409,
"PHL","XA:2086","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",32726.255,
"PHL","XA:2086","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",11496.093,
"PNG","XA:2088","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2386.849,
"PNG","XA:2088","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",684.998,
"POL","XA:2090","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",14408.958,
"POL","XA:2090","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",2504.02,"A"
"PRI","XA:2092","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1252.549,
"PRI","XA:2092","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",26.011,"A"
"PRK","XA:1957","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",14765.341,
"PRK","XA:1957","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",7923.041,
"PRT","XA:2096","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",5047.068,
"PRT","XA:2096","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",607.981,"A"
"PRY","XA:2098","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2337.805,
"PRY","XA:2098","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",748.478,"A"
"PSE","XA:2100","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",604.925,
"PSE","XA:2100","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",90.936,"A"
"PYF","XA:2102","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",92.81,
"PYF","XA:2102","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",3.287,"A"
"QAT","XA:2104","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",522.938,
"QAT","XA:2104","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",14.99,
"ROU","XA:2108","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",8399.219,
"ROU","XA:2108","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",2712.146,"A"
"RUS","XA:2110","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",69379.711,
"RUS","XA:2110","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",7035.185,"A"
"RWA","XA:2112","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2788.296,
"RWA","XA:2112","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",2381.057,
"SAU","XA:2114","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",6204.835,
"SAU","XA:2114","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",423.48,
"SDN","XA:2116","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",7122.189,
"SDN","XA:2116","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",3445.601,
"SEN","XA:2118","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",3121.277,
"SEN","XA:2118","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",1299.022,
"SGP","XA:2120","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2174.442,
"SGP","XA:2120","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",23.236,"A"
"SLB","XA:2122","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",234.382,
"SLB","XA:2122","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",88.598,"A"
"SLE","XA:2124","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1941.545,
"SLE","XA:2124","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",1323.725,
"SLV","XA:2126","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2197.115,
"SLV","XA:2126","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",439.254,"A"
"SOM","XA:2128","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1535.927,
"SOM","XA:2128","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",550.429,
"SRB","XA:2130","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2715.68,
"SRB","XA:2130","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",633.319,"A"
"SSD","XA:8371","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2708.658,
"SSD","XA:8371","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",1697.42,
"STP","XA:2132","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",18.832,
"STP","XA:2132","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",3.751,"A"
"SUR","XA:2134","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",162.67,
"SUR","XA:2134","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",13.54,
"SVK","XA:2136","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",2225.026,
"SVK","XA:2136","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",105.639,"A"
"SVN","XA:2138","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",949.819,
"SVN","XA:2138","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",85.319,"A"
"SWE","XA:2140","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",4347.564,
"SWE","XA:2140","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",100.861,"A"
"SWZ","XA:2142","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",244.733,
"SWZ","XA:2142","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",41.539,
"SYR","XA:2144","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",4869.327,
"SYR","XA:2144","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",1071.459,
"TCD","XA:2146","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",3517.967,
"TCD","XA:2146","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",2671.542,
"TGO","XA:2148","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1897.566,
"TGO","XA:2148","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",1033.648,
"THA","XA:2150","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",37041.108,
"THA","XA:2150","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",16246.385,
"TJK","XA:2152","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1826.519,
"TJK","XA:2152","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",1008.884,
"TKM","XA:1987","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1629.59,
"TKM","XA:1987","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",564.205,
"TLS","XA:2156","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",369.732,
"TLS","XA:2156","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",202.477,
"TON","XA:2158","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",36.62,
"TON","XA:2158","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",11.707,
"TTO","XA:2160","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",644.375,
"TTO","XA:2160","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",27.972,"A"
"TUN","XA:2162","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",3045.938,
"TUN","XA:2162","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",564.266,"A"
"TUR","XA:2164","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",20743.718,
"TUR","XA:2164","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",5327.808,"A"
"TWN","XA:8368","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",10312.999,
"TWN","XA:8368","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",633.226,"A"
"TZA","XA:2166","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",18414.094,
"TZA","XA:2166","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",13771.322,
"UGA","XA:2168","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",10154.311,
"UGA","XA:2168","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",7998.903,
"UKR","XA:2170","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",21115.075,
"UKR","XA:2170","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",4319.831,"A"
"URY","XA:2172","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",1315.913,
"URY","XA:2172","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",137.084,
"USA","XA:2174","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",145434.638,
"USA","XA:2174","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",2461.893,"A"
"UZB","XA:2176","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",9977.156,
"UZB","XA:2176","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",2042.283,
"VCT","XA:2178","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",41.744,
"VCT","XA:2178","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",5.919,
"VEN","XA:2180","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",10489.93,
"VEN","XA:2180","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",1078.921,"A"
"VIR","XA:2182","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",46.033,
"VIR","XA:2182","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",0.972,
"VNM","XA:2184","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",42616.276,
"VNM","XA:2184","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",23392.943,
"VUT","XA:2186","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_TOTAL","2005",89.25,
"VUT","XA:2186","EMP_2EMP_SEX_ECO_NB","SEX_T","ECO_AGGREGATE_AGR","2005",57.414,
